"STUDYID","StudySpecies","USUBJID","Treatment","TreatmentDose","TRTDOSrank","MISTRESC","Count","SPECIES","Present"
"GLP003","GLP003 (RAT)","107001631","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001633","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001633","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001633","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001633","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001633","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001633","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001641","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001641","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001641","Negative Control","Negative Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001641","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001641","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001641","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001643","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001643","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001643","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001643","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001643","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001643","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001643","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001647","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001647","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001647","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001647","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001647","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001647","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1101","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1101","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1101","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1101","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1101","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1101","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1102","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1102","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1102","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1102","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1102","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1102","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1103","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1103","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1103","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1103","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1103","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1103","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1104","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1104","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1104","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1104","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1104","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1104","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1105","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1105","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1105","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1105","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1105","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1105","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1106","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1106","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1106","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1106","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1106","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1106","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1107","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1107","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1107","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1107","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1107","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1107","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1108","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1108","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1108","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1108","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1108","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1108","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1109","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1109","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1109","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1109","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1109","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1109","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1110","Vehicle","Vehicle 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1110","Vehicle","Vehicle 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1110","Vehicle","Vehicle 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1110","Vehicle","Vehicle 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1110","Vehicle","Vehicle 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-1110","Vehicle","Vehicle 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2101","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2101","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2101","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2101","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2101","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2101","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2102","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2102","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2102","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2102","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2102","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2102","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2103","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2103","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2103","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2103","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2103","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2103","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2104","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2104","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2104","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2104","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2104","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2104","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2105","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2105","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2105","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2105","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2105","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2105","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2106","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2106","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2106","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2106","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2106","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2106","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2107","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2107","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2107","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2107","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2107","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2107","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2108","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2108","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2108","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2108","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2108","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2108","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2109","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2109","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2109","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2109","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2109","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2109","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2110","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2110","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2110","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2110","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2110","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-2110","PCDRUG","PCDRUG 2 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3101","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3101","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3101","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3101","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3101","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3101","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3102","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3102","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3102","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3102","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3102","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3102","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3103","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3103","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3103","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3103","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3103","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3103","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3104","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3104","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3104","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3104","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3104","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3104","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3105","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3105","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3105","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3105","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3105","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3105","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3106","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3106","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3106","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3106","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3106","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3106","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3107","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3107","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3107","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3107","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3107","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3108","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3108","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3108","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3108","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3108","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3108","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3109","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3109","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3109","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3109","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3109","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3109","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3110","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3110","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3110","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3110","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PC201708","PC201708 (RAT)","PC201708-3110","PCDRUG","PCDRUG 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
